,mouse_lemur__gene_name,human__gene_name,mouse__gene_name,
13301,STT3A,STT3A,Stt3a,
13302,RAD21L1,RAD21L1,Rad21l,
13303,CHRNG,CHRNG,Chrng,
13304,AKAP11,AKAP11,Akap11,
13305,GRIK1,GRIK1,Grik1,
13306,OVCH2,OVCH2,Ovch2,
13307,GSE1,GSE1,Gse1,
13308,TCTEX1D4,TCTEX1D4,Tctex1d4,
13309,HS6ST3,HS6ST3,Hs6st3,
13310,LOC105868731,OR4D6,Olfr1428,
13311,GCLC,GCLC,Gclc,
13312,TMEM106B,TMEM106B,Tmem106b,
13313,UBE2H,UBE2H,Ube2h,
13314,TAAR5,TAAR5,Taar5,
13315,CD70,CD70,Cd70,
13316,MARCKS,MARCKS,Marcks,
13317,AMT,AMT,Amt,
13318,FNIP1,FNIP1,Fnip1,
13319,DOCK1,DOCK1,Dock1,
13320,NAF1,NAF1,Naf1,
13321,ZNF428,ZNF428,Zfp428,
13322,RHOH,RHOH,Rhoh,
13323,FMN1,FMN1,Fmn1,
13324,ERP29,ERP29,Erp29,
13325,GRB2,GRB2,Grb2,
13326,PTCHD3,PTCHD3,Ptchd3,
13327,HS3ST3A1,HS3ST3A1,Hs3st3a1,
13328,TFB2M,TFB2M,Tfb2m,
13329,VLDLR,VLDLR,Vldlr,
13330,PCMT1,PCMT1,Pcmt1,
13331,CCR3,CCR3,Ccr3,
13332,KIAA1549,KIAA1549,D630045J12Rik,
13333,EVI5,EVI5,Evi5,
13334,HGH1,HGH1,Hgh1,
13335,EIF2D,EIF2D,Eif2d,
13336,LMBR1L,LMBR1L,Lmbr1l,
13337,PIP5K1B,PIP5K1B,Pip5k1b,
13338,CNNM2,CNNM2,Cnnm2,
13339,MMP24,MMP24,Mmp24,
13340,RPS16,RPS16,Rps16,
13341,PLEKHA6,PLEKHA6,Plekha6,
13342,VTCN1,VTCN1,Vtcn1,
13343,GDF3,GDF3,Gdf3,
13344,CDCA8,CDCA8,Cdca8,
13345,AR,AR,Ar,
13346,LOC105870411,ADAM9,Adam9,
13347,WDR88,WDR88,Wdr88,
13348,EBF2,EBF2,Ebf2,
13349,ASIC3,ASIC3,Asic3,
13350,BFAR,BFAR,Bfar,
13351,C6H6orf15,C6orf15,2300002M23Rik,
13352,APOA4,APOA4,Apoa4,
13353,OLFML3,OLFML3,Olfml3,
13354,SUN5,SUN5,Sun5,
13355,PRKAB2,PRKAB2,Prkab2,
13356,LOC105867908,OR1I1,Olfr1357,
13357,CCER1,CCER1,Ccer1,
13358,VSTM2B,VSTM2B,Vstm2b,
13359,GULP1,GULP1,Gulp1,
13360,JAG1,JAG1,Jag1,
13361,ADGRV1,ADGRV1,Adgrv1,
13362,AK5,AK5,Ak5,
13363,VPS54,VPS54,Vps54,
13364,FAM71D,FAM71D,Fam71d,
13365,TRIAP1,TRIAP1,Triap1,
13366,BAD,BAD,Bad,
13367,CDH6,CDH6,Cdh6,
13368,SLC8A3,SLC8A3,Slc8a3,
13369,ACKR3,ACKR3,Ackr3,
13370,ZIC1,ZIC1,Zic1,
13371,GABRA4,GABRA4,Gabra4,
13372,NOXRED1,NOXRED1,Noxred1,
13373,NDUFAB1,NDUFAB1,Ndufab1,
13374,NDUFB4,NDUFB4,Ndufb4,
13375,TRHR,TRHR,Trhr,
13376,PEX13,PEX13,Pex13,
13377,SEZ6,SEZ6,Sez6,
13378,MBD2,MBD2,Mbd2,
13379,PFKM,PFKM,Pfkm,
13380,RGS7BP,RGS7BP,Rgs7bp,
13381,DIAPH3,DIAPH3,Diaph3,
13382,SIRT2,SIRT2,Sirt2,
13383,KCNK4,KCNK4,Kcnk4,
13384,WBP1,WBP1,Wbp1,
13385,FREM3,FREM3,Frem3,
13386,SLC30A9,SLC30A9,Slc30a9,
13387,EARS2,EARS2,Ears2,
13388,ETFDH,ETFDH,Etfdh,
13389,PLD1,PLD1,Pld1,
13390,COG6,COG6,Cog6,
13391,FADS2,FADS2,Fads2,
13392,INO80D,INO80D,Ino80d,
13393,FBLN2,FBLN2,Fbln2,
13394,OXLD1,OXLD1,Oxld1,
13395,CHRM4,CHRM4,Chrm4,
13396,ODAPH,ODAPH,Odaph,
13397,UBE2D1,UBE2D1,Ube2d1,
13398,NCKAP1L,NCKAP1L,Nckap1l,
13399,AMN1,AMN1,Amn1,
13400,NOL9,NOL9,Nol9,
13401,KNCN,KNCN,Kncn,
13402,DBH,DBH,Dbh,
13403,AFTPH,AFTPH,Aftph,
13404,ENKD1,ENKD1,Enkd1,
13405,CXCR6,CXCR6,Cxcr6,
13406,IGSF23,IGSF23,Igsf23,
13407,OPN1SW,OPN1SW,Opn1sw,
13408,DZIP3,DZIP3,Dzip3,
13409,TRAFD1,TRAFD1,Trafd1,
13410,FAM118B,FAM118B,Fam118b,
13411,RGS11,RGS11,Rgs11,
13412,SEMA4C,SEMA4C,Sema4c,
13413,SLC32A1,SLC32A1,Slc32a1,
13414,TBXT,TBXT,T,
13415,STXBP4,STXBP4,Stxbp4,
13416,RAD17,RAD17,Rad17,
13417,FARP2,FARP2,Farp2,
13418,EIF4G3,EIF4G3,Eif4g3,
13419,PLXNB1,PLXNB1,Plxnb1,
13420,CCDC183,CCDC183,Ccdc183,
13421,ARAP1,ARAP1,Arap1,
13422,MEF2D,MEF2D,Mef2d,
13423,LPCAT2,LPCAT2,Lpcat2,
13424,POMT1,POMT1,Pomt1,
13425,NAV2,NAV2,Nav2,
13426,NKIRAS2,NKIRAS2,Nkiras2,
13427,CERS5,CERS5,Cers5,
13428,MCHR1,MCHR1,Mchr1,
13429,RNF167,RNF167,Rnf167,
13430,SMPDL3A,SMPDL3A,Smpdl3a,
13431,SURF4,SURF4,Surf4,
13432,UAP1L1,UAP1L1,Uap1l1,
13433,RYBP,RYBP,Rybp,
13434,NUP210L,NUP210L,Nup210l,
13435,MACROD2,MACROD2,Macrod2,
13436,SERPINB7,SERPINB7,Serpinb7,
13437,NSUN2,NSUN2,Nsun2,
13438,CYP2F1,CYP2F1,Cyp2f2,
13439,HECW1,HECW1,Hecw1,
13440,GPX6,GPX6,Gpx6,
13441,MCCC1,MCCC1,Mccc1,
13442,LRRN1,LRRN1,Lrrn1,
13443,SAP18,SAP18,Sap18,
13444,SDR42E2,SDR42E2,Gm5737,
13445,TYK2,TYK2,Tyk2,
13446,PRKAR2B,PRKAR2B,Prkar2b,
13447,CWH43,CWH43,Cwh43,
13448,LANCL3,LANCL3,Lancl3,
13449,ZNF692,ZNF692,Zfp692,
13450,DGAT2L6,DGAT2L6,Dgat2l6,
13451,HAS3,HAS3,Has3,
13452,PRSS57,PRSS57,Prss57,
13453,RORB,RORB,Rorb,
13454,CSNK1G2,CSNK1G2,Csnk1g2,
13455,TNFRSF14,TNFRSF14,Tnfrsf14,
13456,TMEM125,TMEM125,Tmem125,
13457,PRC1,PRC1,Prc1,
13458,GPR137,GPR137,Gpr137,
13459,KCNE4,KCNE4,Kcne4,
13460,KCTD8,KCTD8,Kctd8,
13461,SLC43A3,SLC43A3,Slc43a3,
13462,LIPA,LIPA,Lipa,
13463,PIGH,PIGH,Pigh,
13464,ITGB7,ITGB7,Itgb7,
13465,CMPK1,CMPK1,Cmpk1,
13466,NSFL1C,NSFL1C,Nsfl1c,
13467,SYCN,SYCN,Sycn,
13468,TMEM199,TMEM199,Tmem199,
13469,PAFAH1B1,PAFAH1B1,Pafah1b1,
13470,LOC105857443,TRMT9B,Trmt9b,
13471,POGLUT2,POGLUT2,Poglut2,
13472,ARHGEF2,ARHGEF2,Arhgef2,
13473,BDH1,BDH1,Bdh1,
13474,NQO1,NQO1,Nqo1,
13475,FHL2,FHL2,Fhl2,
13476,NFATC2IP,NFATC2IP,Nfatc2ip,
13477,C18H20orf144,C20orf144,1700003F12Rik,
13478,TRAF2,TRAF2,Traf2,
13479,ACOT13,ACOT13,Acot13,
13480,MIA3,MIA3,Mia3,
13481,SEMA3C,SEMA3C,Sema3c,
13482,OPRL1,OPRL1,Oprl1,
13483,ZNF436,ZNF436,Zfp46,
13484,MTX1,MTX1,Mtx1,
13485,CLVS1,CLVS1,Clvs1,
13486,FAAP24,FAAP24,Faap24,
13487,SFTPC,SFTPC,Sftpc,
13488,KLHDC2,KLHDC2,Klhdc2,
13489,IFT20,IFT20,Ift20,
13490,TEX44,TEX44,Tex44,
13491,ZHX1,ZHX1,Zhx1,
13492,GEMIN2,GEMIN2,Gemin2,
13493,SEZ6L,SEZ6L,Sez6l,
13494,TAS2R1,TAS2R1,Tas2r119,
13495,USP14,USP14,Usp14,
13496,DDA1,DDA1,Dda1,
13497,SBK2,SBK2,Sbk2,
13498,UBLCP1,UBLCP1,Ublcp1,
13499,FMC1,FMC1,Fmc1,
13500,SEC24B,SEC24B,Sec24b,
13501,DDHD1,DDHD1,Ddhd1,
13502,AIM2,AIM2,Aim2,
13503,CD34,CD34,Cd34,
13504,ATL3,ATL3,Atl3,
13505,TSEN2,TSEN2,Tsen2,
13506,ULK2,ULK2,Ulk2,
13507,NRF1,NRF1,Nrf1,
13508,ABLIM2,ABLIM2,Ablim2,
13509,ANKRD52,ANKRD52,Ankrd52,
13510,PITPNB,PITPNB,Pitpnb,
13511,SNORC,SNORC,Snorc,
13512,PTGES,PTGES,Ptges,
13513,PRRX1,PRRX1,Prrx1,
13514,PRPS1L1,PRPS1L1,Prps1l1,
13515,ID2,ID2,Id2,
13516,FPR2,FPR2,Fpr2,
13517,SLC25A26,SLC25A26,Slc25a26,
13518,PRDM4,PRDM4,Prdm4,
13519,AARS1,AARS1,Aars,
13520,FAAP20,FAAP20,Faap20,
13521,DNTTIP1,DNTTIP1,Dnttip1,
13522,PDIA2,PDIA2,Pdia2,
13523,KDM5A,KDM5A,Kdm5a,
13524,NOBOX,NOBOX,Nobox,
13525,TMEM9B,TMEM9B,Tmem9b,
13526,PTP4A2,PTP4A2,Ptp4a2,
13527,SLC26A3,SLC26A3,Slc26a3,
13528,SEZ6L2,SEZ6L2,Sez6l2,
13529,TAGLN,TAGLN,Tagln,
13530,CCL26,CCL26,Ccl26,
13531,CNOT6,CNOT6,Cnot6,
13532,CNOT11,CNOT11,Cnot11,
13533,CD72,CD72,Cd72,
13534,LOC105865505,H2BC21,H2bc21,
13535,LMX1B,LMX1B,Lmx1b,
13536,MLLT3,MLLT3,Mllt3,
13537,APOBR,APOBR,Apobr,
13538,ZHX3,ZHX3,Zhx3,
13539,GTSE1,GTSE1,Gtse1,
13540,NUGGC,NUGGC,Nuggc,
13541,FAH,FAH,Fah,
13542,RC3H2,RC3H2,Rc3h2,
13543,PPP1R16B,PPP1R16B,Ppp1r16b,
13544,CYFIP2,CYFIP2,Cyfip2,
13545,ALLC,ALLC,Allc,
13546,APC,APC,Apc,
13547,RTF2,RTF2,Rtf2,
13548,ASPA,ASPA,Aspa,
13549,ATP6AP1L,ATP6AP1L,Atp6ap1l,
13550,TMEM255A,TMEM255A,Tmem255a,
13551,TBC1D22B,TBC1D22B,Tbc1d22b,
13552,LAMA3,LAMA3,Lama3,
13553,CCDC89,CCDC89,Ccdc89,
13554,ANKRD13A,ANKRD13A,Ankrd13a,
13555,ZADH2,ZADH2,Zadh2,
13556,KLHL40,KLHL40,Klhl40,
13557,PTPRN2,PTPRN2,Ptprn2,
13558,PER1,PER1,Per1,
13559,SORCS2,SORCS2,Sorcs2,
13560,SELL,SELL,Sell,
13561,GRPR,GRPR,Grpr,
13562,EPOP,EPOP,Epop,
13563,MS4A5,MS4A5,Ms4a5,
13564,SFPQ,SFPQ,Sfpq,
13565,KCTD11,KCTD11,Kctd11,
13566,CYSLTR1,CYSLTR1,Cysltr1,
13567,FAM210B,FAM210B,Fam210b,
13568,RPLP1,RPLP1,Rplp1,
13569,DBNDD1,DBNDD1,Dbndd1,
13570,KIF6,KIF6,Kif6,
13571,AKAP3,AKAP3,Akap3,
13572,PGRMC2,PGRMC2,Pgrmc2,
13573,C5H11orf58,C11orf58,1110004F10Rik,
13574,SHC2,SHC2,Shc2,
13575,BTBD17,BTBD17,Btbd17,
13576,FN1,FN1,Fn1,
13577,CDHR1,CDHR1,Cdhr1,
13578,GALNT15,GALNT15,Galnt15,
13579,ASB6,ASB6,Asb6,
13580,ZNF235,ZNF235,Zfp235,
13581,FAM228A,FAM228A,Fam228a,
13582,CLRN3,CLRN3,Clrn3,
13583,RAB11FIP5,RAB11FIP5,Rab11fip5,
13584,SNAP23,SNAP23,Snap23,
13585,PHLPP2,PHLPP2,Phlpp2,
13586,HDGFL3,HDGFL3,Hdgfl3,
13587,NECAB2,NECAB2,Necab2,
13588,ALPK2,ALPK2,Alpk2,
13589,MAT2B,MAT2B,Mat2b,
13590,PRIM2,PRIM2,Prim2,
13591,NTPCR,NTPCR,Ntpcr,
13592,PIM2,PIM2,Pim2,
13593,CHSY3,CHSY3,Chsy3,
13594,ANKRD34A,ANKRD34A,Ankrd34a,
13595,TNFSF12,TNFSF12,Tnfsf12,
13596,CXXC4,CXXC4,Cxxc4,
13597,VHL,VHL,Vhl,
13598,JPT2,JPT2,Jpt2,
13599,ACTR6,ACTR6,Actr6,
13600,FBXO7,FBXO7,Fbxo7,
13601,GCHFR,GCHFR,Gchfr,
13602,GALNT12,GALNT12,Galnt12,
13603,SELENOK,SELENOK,Selenok,
13604,ZNF367,ZNF367,Zfp367,
13605,LOC105856563,H2AZ1,H2az1,
13606,PDRG1,PDRG1,Pdrg1,
13607,KDM5B,KDM5B,Kdm5b,
13608,GPHA2,GPHA2,Gpha2,
13609,IQCM,IQCM,Iqcm,
13610,LHFPL4,LHFPL4,Lhfpl4,
13611,ASB11,ASB11,Asb11,
13612,KATNBL1,KATNBL1,Katnbl1,
13613,DSCC1,DSCC1,Dscc1,
13614,SLC22A6,SLC22A6,Slc22a6,
13615,HSDL1,HSDL1,Hsdl1,
13616,SLC34A3,SLC34A3,Slc34a3,
13617,PIGT,PIGT,Pigt,
13618,AGPAT3,AGPAT3,Agpat3,
13619,MUC13,MUC13,Muc13,
13620,PROS1,PROS1,Pros1,
13621,NFYC,NFYC,Nfyc,
13622,TXNRD2,TXNRD2,Txnrd2,
13623,TSEN54,TSEN54,Tsen54,
13624,FMN2,FMN2,Fmn2,
13625,ARHGAP45,ARHGAP45,Arhgap45,
13626,LNX2,LNX2,Lnx2,
13627,NR3C1,NR3C1,Nr3c1,
13628,SYNE4,SYNE4,Syne4,
13629,PCDH1,PCDH1,Pcdh1,
13630,TMEM59,TMEM59,Tmem59,
13631,PCSK1,PCSK1,Pcsk1,
13632,TAB3,TAB3,Tab3,
13633,TOLLIP,TOLLIP,Tollip,
13634,TULP2,TULP2,Tulp2,
13635,KRT23,KRT23,Krt23,
13636,CCHCR1,CCHCR1,Cchcr1,
13637,DUOX1,DUOX1,Duox1,
13638,TXNL4A,TXNL4A,Txnl4a,
13639,ASAH2,ASAH2,Asah2,
13640,MPP5,MPP5,Mpp5,
13641,CDC42EP3,CDC42EP3,Cdc42ep3,
13642,MBTD1,MBTD1,Mbtd1,
13643,UXS1,UXS1,Uxs1,
13644,CRNDE,CRNDE,Crnde,
13645,MFAP4,MFAP4,Mfap4,
13646,PPIH,PPIH,Ppih,
13647,RIMS3,RIMS3,Rims3,
13648,VCAN,VCAN,Vcan,
13649,LCLAT1,LCLAT1,Lclat1,
13650,BCL9,BCL9,Bcl9,
13651,TMEM167A,TMEM167A,Tmem167,
13652,SYNGAP1,SYNGAP1,Syngap1,
13653,LOC105864269,METTL21C,Mettl21c,
13654,PPIL6,PPIL6,Ppil6,
13655,FLAD1,FLAD1,Flad1,
13656,PAF1,PAF1,Paf1,
13657,LOC105879710,SNX5,Snx5,
13658,ZSWIM5,ZSWIM5,Zswim5,
13659,SLC44A5,SLC44A5,Slc44a5,
13660,LOC109731319,COX7C,Cox7c,
13661,NCMAP,NCMAP,Ncmap,
13662,MKI67,MKI67,Mki67,
13663,TBC1D4,TBC1D4,Tbc1d4,
13664,SPACA4,SPACA4,Spaca4,
13665,ATP8B4,ATP8B4,Atp8b4,
13666,ZNF541,ZNF541,Zfp541,
13667,JAG2,JAG2,Jag2,
13668,TRIM3,TRIM3,Trim3,
13669,KISS1R,KISS1R,Kiss1r,
13670,IL18,IL18,Il18,
13671,ACSL3,ACSL3,Acsl3,
13672,INHA,INHA,Inha,
13673,WFDC2,WFDC2,Wfdc2,
13674,PIAS4,PIAS4,Pias4,
13675,MKRN2OS,MKRN2OS,Mkrn2os,
13676,LIG3,LIG3,Lig3,
13677,MEIS1,MEIS1,Meis1,
13678,PDZD7,PDZD7,Pdzd7,
13679,PDXP,PDXP,Pdxp,
13680,C3,C3,C3,
13681,FAM163B,FAM163B,Fam163b,
13682,SLC39A3,SLC39A3,Slc39a3,
13683,PROCA1,PROCA1,Proca1,
13684,CUNH22orf15,C22orf15,Gm867,
13685,MED29,MED29,Med29,
13686,MMP25,MMP25,Mmp25,
13687,ZFX,ZFX,Zfx,
13688,SEC24A,SEC24A,Sec24a,
13689,DNAI1,DNAI1,Dnaic1,
13690,GALNS,GALNS,Galns,
13691,NUB1,NUB1,Nub1,
13692,RBM38,RBM38,Rbm38,
13693,UBXN8,UBXN8,Ubxn8,
13694,GUCY2D,GUCY2D,Gucy2e,
13695,TTYH2,TTYH2,Ttyh2,
13696,GLIPR2,GLIPR2,Glipr2,
13697,KHSRP,KHSRP,Khsrp,
13698,CRIM1,CRIM1,Crim1,
13699,LOC105879157,CYB5D2,Cyb5d2,
13700,SLITRK5,SLITRK5,Slitrk5,
13701,KANSL1,KANSL1,Kansl1,
13702,MASP1,MASP1,Masp1,
13703,OSER1,OSER1,Oser1,
13704,RAPGEFL1,RAPGEFL1,Rapgefl1,
13705,CBY1,CBY1,Cby1,
13706,ELP1,ELP1,Elp1,
13707,TRPV5,TRPV5,Trpv5,
13708,TBC1D23,TBC1D23,Tbc1d23,
13709,PCNX1,PCNX1,Pcnx,
13710,DNAJB8,DNAJB8,Dnajb8,
13711,ENTPD7,ENTPD7,Entpd7,
13712,NUP205,NUP205,Nup205,
13713,FAM98A,FAM98A,Fam98a,
13714,PLBD2,PLBD2,Plbd2,
13715,MCM3AP,MCM3AP,Mcm3ap,
13716,WDR47,WDR47,Wdr47,
13717,PIANP,PIANP,Pianp,
13718,CACNB3,CACNB3,Cacnb3,
13719,SLC17A9,SLC17A9,Slc17a9,
13720,IGF1,IGF1,Igf1,
13721,CABP1,CABP1,Cabp1,
13722,HK1,HK1,Hk1,
13723,MANSC4,MANSC4,Mansc4,
13724,RNF185,RNF185,Rnf185,
13725,NEK1,NEK1,Nek1,
13726,NHS,NHS,Nhs,
13727,BRD1,BRD1,Brd1,
13728,PIP5K1C,PIP5K1C,Pip5k1c,
13729,HABP4,HABP4,Habp4,
13730,LOC105860793,PALM,Palm,
13731,XPO4,XPO4,Xpo4,
13732,NXPH4,NXPH4,Nxph4,
13733,GTF2IRD1,GTF2IRD1,Gtf2ird1,
13734,ANXA13,ANXA13,Anxa13,
13735,ZNF839,ZNF839,Zfp839,
13736,RANBP3L,RANBP3L,Ranbp3l,
13737,KCNK16,KCNK16,Kcnk16,
13738,LOC105878849,ZMYM5,Zmym5,
13739,PTPN6,PTPN6,Ptpn6,
13740,SRSF2,SRSF2,Srsf2,
13741,KLHDC8A,KLHDC8A,Klhdc8a,
13742,MARCHF4,MARCHF4,Marchf4,
13743,PRTFDC1,PRTFDC1,Gm13377,
13744,C2H1orf109,C1orf109,9930104L06Rik,
13745,ABI2,ABI2,Abi2,
13746,MANF,MANF,Manf,
13747,BPGM,BPGM,Bpgm,
13748,UBASH3A,UBASH3A,Ubash3a,
13749,NTSR2,NTSR2,Ntsr2,
13750,SMC6,SMC6,Smc6,
13751,CTDSP2,CTDSP2,Ctdsp2,
13752,SCN10A,SCN10A,Scn10a,
13753,ZHX2,ZHX2,Zhx2,
13754,SEMA4F,SEMA4F,Sema4f,
13755,RNF182,RNF182,Rnf182,
13756,SREBF2,SREBF2,Srebf2,
13757,FAM89A,FAM89A,Fam89a,
13758,PRDX1,PRDX1,Prdx1,
13759,GPR21,GPR21,Gpr21,
13760,FAM177B,FAM177B,Gm34287,
13761,CD74,CD74,Cd74,
13762,LOC105883462,OR52W1,Olfr692,
13763,HAUS3,HAUS3,Haus3,
13764,HFE,HFE,Hfe,
13765,RNF41,RNF41,Rnf41,
13766,PI4K2A,PI4K2A,Pi4k2a,
13767,UACA,UACA,Uaca,
13768,SLC25A27,SLC25A27,Slc25a27,
13769,DHX35,DHX35,Dhx35,
13770,RTN4RL1,RTN4RL1,Rtn4rl1,
13771,NPEPL1,NPEPL1,Npepl1,
13772,LRCH2,LRCH2,Lrch2,
13773,NHLRC3,NHLRC3,Nhlrc3,
13774,ICA1,ICA1,Ica1,
13775,ABCB10,ABCB10,Abcb10,
13776,LYN,LYN,Lyn,
13777,BTBD10,BTBD10,Btbd10,
13778,EPN3,EPN3,Epn3,
13779,LOC105866607,CMA1,Cma1,
13780,ADCYAP1,ADCYAP1,Adcyap1,
13781,RALB,RALB,Ralb,
13782,MRS2,MRS2,Mrs2,
13783,NEUROD4,NEUROD4,Neurod4,
13784,SPRYD4,SPRYD4,Spryd4,
13785,ATP2B3,ATP2B3,Atp2b3,
13786,PNOC,PNOC,Pnoc,
13787,RERG,RERG,Rerg,
13788,IMPG2,IMPG2,Impg2,
13789,SCRG1,SCRG1,Scrg1,
13790,TPBG,TPBG,Tpbg,
13791,LOC105872073,KRT24,Krt24,
13792,HELZ,HELZ,Helz,
13793,TNC,TNC,Tnc,
13794,UPK2,UPK2,Upk2,
13795,ZFP36L2,ZFP36L2,Zfp36l2,
13796,GPRC5D,GPRC5D,Gprc5d,
13797,FUT10,FUT10,Fut10,
13798,TLE2,TLE2,Tle2,
13799,C18H20orf141,C20orf141,1700020A23Rik,
13800,SRPK3,SRPK3,Srpk3,
13801,INSL5,INSL5,Insl5,
13802,QDPR,QDPR,Qdpr,
13803,CREBZF,CREBZF,Crebzf,
13804,RGMB,RGMB,Rgmb,
13805,HNRNPL,HNRNPL,Hnrnpl,
13806,ALK,ALK,Alk,
13807,TMEM60,TMEM60,Tmem60,
13808,ACMSD,ACMSD,Acmsd,
13809,TAC4,TAC4,Tac4,
13810,KLHL21,KLHL21,Klhl21,
13811,ZMYM3,ZMYM3,Zmym3,
13812,PAK1IP1,PAK1IP1,Pak1ip1,
13813,KCNK2,KCNK2,Kcnk2,
13814,TMX4,TMX4,Tmx4,
13815,C2H1orf174,C1orf174,A430005L14Rik,
13816,MARCHF1,MARCHF1,Marchf1,
13817,IFNAR1,IFNAR1,Ifnar1,
13818,EIF2B5,EIF2B5,Eif2b5,
13819,F5,F5,F5,
13820,ZNF467,ZNF467,Zfp467,
13821,NUP58,NUP58,Nupl1,
13822,SLITRK2,SLITRK2,Slitrk2,
13823,ADAM10,ADAM10,Adam10,
13824,NUP35,NUP35,Nup35,
13825,CDC23,CDC23,Cdc23,
13826,NETO2,NETO2,Neto2,
13827,TMEM176B,TMEM176B,Tmem176b,
13828,LACC1,LACC1,Lacc1,
13829,CES4A,CES4A,Ces4a,
13830,MRPL43,MRPL43,Mrpl43,
13831,CCDC186,CCDC186,Ccdc186,
13832,CLDN6,CLDN6,Cldn6,
13833,ATP10B,ATP10B,Atp10b,
13834,G6PC3,G6PC3,G6pc3,
13835,ZNF629,ZNF629,Zfp629,
13836,PSMC3IP,PSMC3IP,Psmc3ip,
13837,LOC109730635,COX8A,Cox8a,
13838,FGF1,FGF1,Fgf1,
13839,CDIP1,CDIP1,Cdip1,
13840,LOC105885614,ZNF266,Zfp266,
13841,TSR3,TSR3,Tsr3,
13842,SNRNP70,SNRNP70,Snrnp70,
13843,AKAP12,AKAP12,Akap12,
13844,TCTE1,TCTE1,Tcte1,
13845,TEDC1,TEDC1,Tedc1,
13846,FOXH1,FOXH1,Foxh1,
13847,LOC105871038,PYCARD,Pycard,
13848,CCDC28A,CCDC28A,Ccdc28a,
13849,CDKL1,CDKL1,Cdkl1,
13850,IST1,IST1,Ist1,
13851,FBXL15,FBXL15,Fbxl15,
13852,EYA2,EYA2,Eya2,
13853,LHX6,LHX6,Lhx6,
13854,GKN2,GKN2,Gkn2,
13855,CDK5,CDK5,Cdk5,
13856,MTMR3,MTMR3,Mtmr3,
13857,CCDC80,CCDC80,Ccdc80,
13858,SEMA3A,SEMA3A,Sema3a,
13859,CCSER1,CCSER1,Ccser1,
13860,ASIP,ASIP,a,
13861,PDZK1IP1,PDZK1IP1,Pdzk1ip1,
13862,MON2,MON2,Mon2,
13863,SMAD3,SMAD3,Smad3,
13864,PTOV1,PTOV1,Ptov1,
13865,ASXL3,ASXL3,Asxl3,
13866,SETD2,SETD2,Setd2,
13867,TMEM121B,TMEM121B,Tmem121b,
13868,ATPAF1,ATPAF1,Atpaf1,
13869,ID1,ID1,Id1,
13870,HVCN1,HVCN1,Hvcn1,
13871,MDGA1,MDGA1,Mdga1,
13872,PAQR7,PAQR7,Paqr7,
13873,TSPOAP1,TSPOAP1,Tspoap1,
13874,CDHR2,CDHR2,Cdhr2,
13875,AK6,AK6,Ak6,
13876,PDGFRL,PDGFRL,Pdgfrl,
13877,GPR61,GPR61,Gpr61,
13878,FAM83E,FAM83E,Fam83e,
13879,PDZRN4,PDZRN4,Pdzrn4,
13880,HOMEZ,HOMEZ,Homez,
13881,POLR3H,POLR3H,Polr3h,
13882,PTGES2,PTGES2,Ptges2,
13883,TMEM45B,TMEM45B,Tmem45b,
13884,YPEL5,YPEL5,Ypel5,
13885,PLG,PLG,Plg,
13886,MANEAL,MANEAL,Maneal,
13887,LRRC26,LRRC26,Lrrc26,
13888,ANAPC10,ANAPC10,Anapc10,
13889,CEND1,CEND1,Cend1,
13890,MNT,MNT,Mnt,
13891,C22H19orf33,C19orf33,2200002D01Rik,
13892,KLHL17,KLHL17,Klhl17,
13893,UST,UST,Ust,
13894,GABRR3,GABRR3,Gabrr3,
13895,TTC5,TTC5,Ttc5,
13896,HPGDS,HPGDS,Hpgds,
13897,FGF14,FGF14,Fgf14,
13898,GPI,GPI,Gpi1,
13899,ZBTB4,ZBTB4,Zbtb4,
13900,DHX37,DHX37,Dhx37,
13901,WIZ,WIZ,Wiz,
13902,PLEKHM1,PLEKHM1,Plekhm1,
13903,ERCC2,ERCC2,Ercc2,
13904,PRSS38,PRSS38,Prss38,
13905,IFNGR2,IFNGR2,Ifngr2,
13906,GLIS3,GLIS3,Glis3,
13907,IFNGR1,IFNGR1,Ifngr1,
13908,TSSK6,TSSK6,Tssk6,
13909,EHF,EHF,Ehf,
13910,CPXM2,CPXM2,Cpxm2,
13911,TRH,TRH,Trh,
13912,SMO,SMO,Smo,
13913,PGM3,PGM3,Pgm3,
13914,FAM184A,FAM184A,Fam184a,
13915,ING4,ING4,Ing4,
13916,KDM3A,KDM3A,Kdm3a,
13917,CUL2,CUL2,Cul2,
13918,TIPRL,TIPRL,Tiprl,
13919,SH3BP4,SH3BP4,Sh3bp4,
13920,SCFD2,SCFD2,Scfd2,
13921,PACSIN1,PACSIN1,Pacsin1,
13922,FAM216B,FAM216B,Fam216b,
13923,CMAS,CMAS,Cmas,
13924,DIP2A,DIP2A,Dip2a,
13925,RHBDD3,RHBDD3,Rhbdd3,
13926,CLSPN,CLSPN,Clspn,
13927,OGFR,OGFR,Ogfr,
13928,SLC39A11,SLC39A11,Slc39a11,
13929,FDXR,FDXR,Fdxr,
13930,PCNX2,PCNX2,Pcnx2,
13931,SHARPIN,SHARPIN,Sharpin,
13932,STARD3,STARD3,Stard3,
13933,SOS2,SOS2,Sos2,
13934,EML2,EML2,Eml2,
13935,PRKAR1B,PRKAR1B,Prkar1b,
13936,ZZEF1,ZZEF1,Zzef1,
13937,TSPAN33,TSPAN33,Tspan33,
13938,RPS18,RPS18,Rps18,
